log_id,employee_id,clock_in,clock_out,department,pay_rate,log_date
LOG0002270,EMP00463,2024-01-12 22:35:43,2024-01-13 06:32:35,Bus,48.21,2024-01-12
LOG0000316,EMP00326,2024-11-19 08:17:12,,Bus,33.57,2024-11-19
LOG0004928,EMP01000,2024-07-09 22:59:43,2024-07-10 09:46:14,Operations,71.99,2024-07-09
LOG0002780,EMP00602,2024-10-24 07:00:40,2024-10-24 19:59:58,IT,64.03,2024-10-24
LOG0005197,EMP00500,2024-05-14 14:32:29,2024-05-14 22:25:05,Safety,34.52,2024-05-14
LOG0003265,EMP00843,2024-04-07 22:38:05,2024-04-08 04:10:56,Scheduling,29.84,2024-04-07
LOG0001130,EMP00298,2024-07-15 22:26:59,2024-07-16 03:05:36,IT,53.34,2024-07-15
LOG0001226,EMP00203,2024-08-15 09:31:16,2024-08-15 14:23:23,Operations,39.66,2024-08-15
LOG0005107,EMP00791,2024-03-07 07:12:38,2024-03-07 17:16:47,Finance,33.01,2024-03-07
LOG0003581,EMP00625,2024-05-29 10:29:05,2024-05-29 20:41:20,Finance,39.97,2024-05-29
LOG0003528,EMP00856,2024-09-02 07:05:19,2024-09-02 13:08:59,Scheduling,63.47,2024-09-02
LOG0001998,EMP00880,2024-11-10 10:51:59,2024-11-10 20:09:56,Customer Service,79.41,2024-11-10
LOG0003663,EMP00354,2024-04-23 14:09:39,2024-04-24 02:06:32,Infrastructure,19.58,2024-04-23
LOG0004967,EMP00558,2024-02-14 10:12:28,2024-02-14 19:37:51,Maintenance,27.51,2024-02-14
LOG0004431,EMP00106,2024-01-15 06:37:05,2024-01-15 13:31:42,Maintenance,70.26,2024-01-15
LOG0003664,EMP00474,2024-07-02 07:59:14,2024-07-02 20:28:13,Legal,53.1,2024-07-02
LOG0002028,EMP00039,2024-04-10 09:18:24,2024-04-10 21:01:56,Bus,22.76,2024-04-10
LOG0004320,EMP00814,2024-01-04 09:00:01,2024-01-04 16:14:31,Procurement,69.28,2024-01-04
LOG0002201,EMP00338,2024-02-24 07:46:11,2024-02-24 15:25:50,Finance,24.08,2024-02-24
LOG0003087,EMP00865,2024-07-09 06:18:17,2024-07-09 18:40:34,Scheduling,48.84,2024-07-09
LOG0001178,EMP00863,2024-05-31 08:36:25,2024-05-31 12:59:34,Operations,55.55,2024-05-31
LOG0000255,EMP00555,2024-02-13 07:38:59,2024-02-13 19:52:01,Safety,28.2,2024-02-13
LOG0001490,EMP00616,2024-11-02 14:33:10,,Legal,24.83,2024-11-02
LOG0002606,EMP00210,2024-04-21 22:25:33,2024-04-22 10:29:13,Infrastructure,77.51,2024-04-21
LOG0004975,EMP00181,2024-12-17 08:24:02,2024-12-17 20:37:33,Operations,69.25,2024-12-17
LOG0004373,EMP00212,2024-07-24 10:31:38,2024-07-24 15:57:47,Infrastructure,24.51,2024-07-24
LOG0001314,EMP00018,2024-04-21 14:23:29,2024-04-21 19:12:14,IT,36.3,2024-04-21
LOG0003632,EMP00514,2024-04-09 08:49:28,2024-04-09 22:06:03,Infrastructure,28.2,2024-04-09
LOG0003235,EMP00754,2024-11-19 08:05:04,,Infrastructure,62.89,2024-11-19
LOG0001785,EMP00937,2024-03-01 14:33:31,2024-03-01 20:17:52,Safety,61.37,2024-03-01
LOG0002401,EMP00290,2024-01-16 07:55:53,2024-01-16 17:28:56,Finance,37.75,2024-01-16
LOG0003137,EMP00609,2024-12-20 14:16:55,2024-12-20 19:35:41,Infrastructure,73.7,2024-12-20
LOG0001401,EMP00045,2024-08-12 09:52:46,2024-08-12 14:28:38,Scheduling,47.16,2024-08-12
LOG0003408,EMP00814,2024-07-27 08:21:31,2024-07-27 19:00:49,Procurement,69.28,2024-07-27
LOG0003585,EMP00441,2024-10-26 06:48:48,2024-10-26 11:37:34,Customer Service,63.5,2024-10-26
LOG0005193,EMP00940,2024-06-30 22:06:32,2024-07-01 05:32:30,Customer Service,23.14,2024-06-30
LOG0001446,EMP00890,2024-04-12 22:13:39,2024-04-13 07:15:24,Operations,31.79,2024-04-12
LOG0002303,EMP00770,2024-01-10 06:03:17,2024-01-10 14:05:04,Customer Service,63.77,2024-01-10
LOG0000192,EMP00857,2024-06-20 09:50:52,2024-06-20 17:59:14,Operations,19.27,2024-06-20
LOG0003218,EMP00582,2024-10-16 10:26:28,2024-10-16 14:42:32,Safety,39.71,2024-10-16
LOG0001969,EMP00511,2024-08-03 06:42:21,2024-08-03 05:34:06,Scheduling,42.39,2024-08-03
LOG0003902,EMP00781,2024-02-28 22:01:22,2024-02-29 03:23:30,Finance,43.0,2024-02-28
LOG0002460,EMP00668,2024-05-20 06:29:10,2024-05-20 12:35:55,Operations,75.6,2024-05-20
LOG0001577,EMP00173,2024-06-08 08:11:45,2024-06-08 16:29:57,Customer Service,62.47,2024-06-08
LOG0001774,EMP00555,2024-07-17 08:13:19,2024-07-17 16:30:25,Safety,28.2,2024-07-17
LOG0001941,EMP00693,2024-04-14 14:10:23,2024-04-14 19:08:56,Customer Service,21.18,2024-04-14
LOG0004971,EMP00529,2024-01-30 07:15:02,2024-01-30 16:21:56,HR,82.29,2024-01-30
LOG0004061,EMP00427,2024-06-24 07:33:51,2024-06-24 14:53:58,Operations,58.19,2024-06-24
LOG0002692,EMP00514,2024-12-29 14:57:09,2024-12-30 00:38:35,Infrastructure,28.2,2024-12-29
LOG0003663,EMP00354,2024-04-23 14:09:39,2024-04-24 02:06:32,Infrastructure,19.58,2024-04-23
LOG0001642,EMP00673,2024-06-11 09:15:55,2024-06-11 20:38:59,Bus,71.99,2024-06-11
LOG0001803,EMP00124,2024-09-01 10:04:36,2024-09-01 15:43:26,Operations,24.08,2024-09-01
LOG0003227,EMP00237,2024-11-30 10:05:21,2024-11-30 14:06:14,Scheduling,35.93,2024-11-30
LOG0001271,EMP00878,2024-02-11 06:27:44,2024-02-11 11:14:14,Infrastructure,72.71,2024-02-11
LOG0003660,EMP00959,2024-02-25 08:34:21,2024-02-25 15:43:32,Scheduling,32.25,2024-02-25
LOG0001655,EMP00250,2024-02-26 22:42:12,2024-02-27 12:19:08,Procurement,40.68,2024-02-26
LOG0003658,EMP00822,2024-01-03 22:02:17,2024-01-04 02:50:17,HR,84.74,2024-01-03
LOG0002363,EMP00942,2024-05-13 08:51:42,2024-05-13 13:21:16,Customer Service,56.2,2024-05-13
LOG0000945,EMP00662,2024-07-13 07:03:51,2024-07-13 14:46:44,Finance,29.6,2024-07-13
LOG0002413,EMP00809,2024-09-19 14:16:55,2024-09-19 23:40:14,IT,22.1,2024-09-19
LOG0002245,EMP00934,2024-08-12 06:11:36,2024-08-12 05:04:56,Scheduling,75.12,2024-08-12
LOG0003843,EMP00450,2024-06-05 09:42:38,2024-06-05 17:23:07,Procurement,82.6,2024-06-05
LOG0001293,EMP00285,2024-11-20 22:17:45,2024-11-21 03:43:28,Finance,47.97,2024-11-20
LOG0004863,EMP00921,2024-06-20 14:07:19,2024-06-21 02:14:05,Operations,30.34,2024-06-20
LOG0002611,EMP00354,2024-04-30 07:10:09,2024-04-30 17:34:06,Infrastructure,19.58,2024-04-30
LOG0003421,EMP00970,2024-05-22 14:04:13,2024-05-22 20:45:41,Rail,61.54,2024-05-22
LOG0003141,EMP00624,2024-10-21 07:13:56,2024-10-21 13:34:37,IT,32.99,2024-10-21
LOG0003695,EMP00073,2024-01-15 14:15:29,2024-01-16 02:33:35,Procurement,27.2,2024-01-15
LOG0003835,EMP00117,2024-11-25 10:25:53,2024-11-25 20:41:13,Bus,73.89,2024-11-25
LOG0005063,EMP00218,2024-01-29 14:30:20,2024-01-29 20:34:53,Safety,60.92,2024-01-29
LOG0001489,EMP00763,2024-01-18 14:55:09,,Maintenance,44.31,2024-01-18
LOG0000292,EMP00401,2024-12-25 14:08:00,,Finance,61.19,2024-12-25
LOG0001979,EMP00686,2024-05-10 14:38:31,2024-05-10 18:39:23,Operations,47.43,2024-05-10
LOG0001858,EMP00308,2024-03-19 10:59:11,,Operations,41.9,2024-03-19
LOG0003954,EMP00876,2024-11-13 10:42:06,2024-11-14 00:39:02,Operations,55.29,2024-11-13
LOG0001439,EMP00262,2024-11-08 14:10:20,2024-11-09 03:44:21,HR,58.95,2024-11-08
LOG0002672,EMP00083,2024-10-30 08:32:26,2024-10-30 13:49:24,Bus,72.8,2024-10-30
LOG0002095,EMP00325,2024-01-29 10:56:13,2024-01-29 18:33:00,Finance,30.49,2024-01-29
LOG0001119,EMP00019,2024-10-24 08:02:41,2024-10-24 18:32:56,Bus,62.09,2024-10-24
LOG0001186,EMP00814,2024-08-13 10:20:02,2024-08-13 19:52:04,Procurement,69.28,2024-08-13
LOG0000028,EMP00349,2024-07-13 10:06:20,2024-07-13 17:43:17,Scheduling,52.77,2024-07-13
LOG0000568,EMP00616,2024-09-23 14:15:06,2024-09-23 21:31:48,Legal,24.83,2024-09-23
LOG0000867,EMP00805,2024-01-07 22:43:15,2024-01-08 03:14:28,Legal,38.92,2024-01-07
LOG0004740,EMP00516,2024-11-10 08:24:37,2024-11-10 21:38:01,IT,56.39,2024-11-10
LOG0004358,EMP00674,2024-11-02 07:03:38,2024-11-02 18:39:55,Legal,37.27,2024-11-02
LOG0000059,EMP00012,2024-10-07 08:12:26,2024-10-07 21:01:43,Finance,84.02,2024-10-07
LOG0005028,EMP00610,2024-09-22 08:37:58,2024-09-22 12:46:33,Finance,41.68,2024-09-22
LOG0002307,EMP00875,2024-02-04 22:45:36,2024-02-05 10:19:58,Engineering,27.45,2024-02-04
LOG0003589,EMP00707,2024-09-09 10:13:02,2024-09-09 14:57:22,Finance,43.97,2024-09-09
LOG0005010,EMP00966,2024-02-23 22:01:56,2024-02-24 07:51:32,Safety,29.51,2024-02-23
LOG0000653,EMP00328,2024-11-19 10:58:48,2024-11-19 18:34:44,Engineering,21.01,2024-11-19
LOG0002147,EMP00730,2024-02-08 14:34:18,2024-02-08 21:38:33,Operations,30.61,2024-02-08
LOG0002398,EMP00464,2024-10-02 10:48:47,2024-10-02 22:07:21,Infrastructure,56.6,2024-10-02
LOG0002361,EMP00931,2024-07-21 14:39:35,2024-07-21 23:03:47,Engineering,76.67,2024-07-21
LOG0000897,EMP00088,2024-11-24 07:52:13,,IT,41.49,2024-11-24
LOG0003780,EMP00402,2024-08-03 06:48:07,2024-08-03 14:08:51,IT,38.28,2024-08-03
LOG0000559,EMP00662,2024-04-11 08:05:02,2024-04-11 17:27:29,Finance,29.6,2024-04-11
LOG0000660,EMP00609,2024-06-11 10:27:40,,Infrastructure,73.7,2024-06-11
LOG0004974,EMP00844,2024-07-26 10:21:11,2024-07-27 00:19:13,Infrastructure,24.68,2024-07-26
LOG0000705,EMP00531,2024-07-28 09:10:16,,Operations,24.72,2024-07-28
LOG0002343,EMP00869,2024-03-05 06:32:36,2024-03-05 20:08:41,Legal,60.64,2024-03-05
LOG0001058,EMP00281,2024-12-17 08:55:36,2024-12-17 19:24:37,Rail,67.77,2024-12-17
LOG0000849,EMP00843,2024-12-16 10:02:38,2024-12-16 18:31:49,Scheduling,29.84,2024-12-16
LOG0004238,EMP00860,2024-02-21 14:37:13,2024-02-21 23:03:57,IT,72.84,2024-02-21
LOG0003513,EMP00235,2024-07-11 22:03:07,2024-07-12 07:32:52,Legal,72.01,2024-07-11
LOG0003469,EMP00375,2024-04-07 08:22:44,2024-04-07 16:50:23,HR,48.02,2024-04-07
LOG0002051,EMP00291,2024-10-22 09:46:02,,IT,30.18,2024-10-22
LOG0002061,EMP00266,2024-01-11 07:56:26,2024-01-11 19:30:19,Infrastructure,76.06,2024-01-11
LOG0002476,EMP00338,2024-06-08 22:34:05,2024-06-09 04:42:00,Finance,24.08,2024-06-08
LOG0004729,EMP00053,2024-06-10 07:06:24,2024-06-10 11:27:28,IT,36.14,2024-06-10
LOG0001027,EMP00117,2024-08-18 07:56:02,2024-08-18 21:30:53,Bus,73.89,2024-08-18
LOG0003699,EMP00214,2024-09-02 22:34:45,2024-09-03 05:09:27,Operations,40.07,2024-09-02
LOG0000958,EMP00698,2024-01-21 14:49:43,2024-01-21 22:42:17,Bus,27.19,2024-01-21
LOG0002893,EMP00065,2024-04-06 14:35:34,2024-04-06 18:36:18,Bus,52.14,2024-04-06
LOG0004670,EMP00018,2024-04-13 06:44:53,2024-04-13 20:23:06,IT,36.3,2024-04-13
LOG0003727,EMP00829,2024-05-29 10:58:17,2024-05-29 16:14:11,IT,26.72,2024-05-29
LOG0000698,EMP00748,2024-10-21 06:47:05,2024-10-21 13:39:49,Customer Service,50.44,2024-10-21
LOG0001123,EMP00895,2024-06-22 09:45:54,2024-06-22 21:37:55,Infrastructure,62.69,2024-06-22
LOG0002872,EMP00020,2024-12-08 08:12:08,,Rail,36.11,2024-12-08
LOG0001260,EMP00613,2024-05-29 09:05:14,2024-05-29 22:45:21,Rail,70.69,2024-05-29
LOG0004517,EMP00846,2024-10-07 07:56:08,2024-10-07 12:08:43,Legal,50.3,2024-10-07
LOG0004742,EMP00848,2024-05-26 09:56:02,,IT,79.1,2024-05-26
LOG0001190,EMP00678,2024-02-06 14:27:56,,Rail,18.92,2024-02-06
LOG0003054,EMP00258,2024-09-08 10:52:51,2024-09-08 20:43:58,Engineering,57.98,2024-09-08
LOG0002145,EMP00365,2024-08-04 07:52:32,2024-08-04 21:40:15,Procurement,53.03,2024-08-04
LOG0003757,EMP00966,2024-04-16 06:52:55,,Safety,29.51,2024-04-16
LOG0001758,EMP00604,2024-08-27 08:49:18,2024-08-27 14:17:52,Finance,20.67,2024-08-27
LOG0001791,EMP00895,2024-01-13 09:31:23,2024-01-13 21:27:59,Infrastructure,62.69,2024-01-13
LOG0002759,EMP00195,2024-05-24 14:31:32,2024-05-25 03:41:45,Finance,46.13,2024-05-24
LOG0004368,EMP00392,2024-07-25 08:00:02,2024-07-25 19:11:51,Engineering,28.68,2024-07-25
LOG0004963,EMP00889,2024-02-25 06:18:22,2024-02-25 17:49:06,Engineering,25.58,2024-02-25
LOG0001332,EMP00947,2024-01-15 07:32:10,2024-01-15 20:45:34,Maintenance,74.48,2024-01-15
LOG0004077,EMP00032,2024-06-10 08:53:30,2024-06-10 19:41:44,Safety,19.8,2024-06-10
LOG0001234,EMP00457,2024-03-08 07:40:56,2024-03-08 12:34:09,Safety,36.64,2024-03-08
LOG0002007,EMP00182,2024-12-14 10:28:45,2024-12-14 15:50:10,Safety,79.42,2024-12-14
LOG0004531,EMP00045,2024-11-05 14:33:01,2024-11-05 21:45:18,Scheduling,47.16,2024-11-05
LOG0001466,EMP00477,2024-01-04 10:53:24,2024-01-04 15:04:43,Safety,63.24,2024-01-04
LOG0002792,EMP00782,2024-01-12 10:00:35,2024-01-12 21:49:41,Maintenance,63.8,2024-01-12
LOG0000764,EMP00146,2024-05-30 06:24:07,2024-05-30 13:10:10,Operations,51.37,2024-05-30
LOG0002705,EMP00297,2024-04-28 14:37:35,2024-04-29 02:19:19,Maintenance,47.54,2024-04-28
LOG0001878,EMP00545,2024-11-09 09:22:39,2024-11-09 16:38:34,Maintenance,69.85,2024-11-09
LOG0003871,EMP00569,2024-06-27 08:21:05,2024-06-27 14:56:48,Rail,66.06,2024-06-27
LOG0003615,EMP00957,2024-04-23 06:01:23,2024-04-23 11:04:57,Infrastructure,50.65,2024-04-23
LOG0004456,EMP00332,2024-02-05 10:06:07,2024-02-05 23:32:26,Finance,68.53,2024-02-05
LOG0000338,EMP00737,2024-09-05 10:33:53,2024-09-05 15:47:30,IT,41.86,2024-09-05
LOG0004154,EMP00628,2024-12-16 07:27:28,2024-12-16 14:41:24,Maintenance,80.31,2024-12-16
LOG0002294,EMP00554,2024-12-26 06:29:05,,Scheduling,43.82,2024-12-26
LOG0003014,EMP00166,2024-03-23 22:56:23,2024-03-24 06:02:59,Procurement,53.25,2024-03-23
LOG0000807,EMP00202,2024-05-03 09:31:19,2024-05-03 20:24:06,Bus,56.52,2024-05-03
LOG0001163,EMP00476,2024-11-30 07:33:57,2024-11-30 14:14:28,Rail,52.63,2024-11-30
LOG0001266,EMP00154,2024-03-13 09:39:53,2024-03-13 18:23:59,Finance,35.22,2024-03-13
LOG0002000,EMP00877,2024-08-02 10:21:00,2024-08-02 19:09:36,Engineering,70.44,2024-08-02
LOG0004524,EMP00379,2024-12-03 07:21:08,2024-12-03 19:14:10,Customer Service,37.49,2024-12-03
LOG0002422,EMP00085,2024-12-30 10:35:59,2024-12-30 16:43:14,Legal,23.12,2024-12-30
LOG0003676,EMP00041,2024-04-04 14:37:41,2024-04-04 22:02:38,Bus,22.98,2024-04-04
LOG0004210,EMP00179,2024-01-10 06:29:22,,Finance,20.22,2024-01-10
LOG0003234,EMP00826,2024-09-16 14:37:21,2024-09-17 04:08:11,IT,76.79,2024-09-16
LOG0001824,EMP00412,2024-03-04 09:52:35,,Operations,21.86,2024-03-04
LOG0003383,EMP00817,2024-12-05 08:40:54,2024-12-05 20:37:12,Procurement,73.91,2024-12-05
LOG0000982,EMP00923,2024-11-11 07:20:42,2024-11-11 21:12:31,Scheduling,45.4,2024-11-11
LOG0004085,EMP00508,2024-09-11 09:19:06,2024-09-11 15:21:22,Bus,82.48,2024-09-11
LOG0002998,EMP00630,2024-06-28 14:50:25,2024-06-29 04:22:02,Rail,76.65,2024-06-28
LOG0004379,EMP00368,2024-05-06 06:59:30,2024-05-06 13:18:57,Customer Service,66.22,2024-05-06
LOG0001116,EMP00772,2024-09-02 08:18:42,2024-09-02 13:18:42,Operations,40.97,2024-09-02
LOG0004347,EMP00747,2024-09-02 07:56:48,2024-09-02 14:31:31,Operations,46.94,2024-09-02
LOG0004194,EMP00427,2024-05-03 14:04:52,2024-05-04 03:01:31,Operations,58.19,2024-05-03
LOG0000181,EMP00188,2024-10-19 14:40:33,2024-10-20 04:32:51,Scheduling,76.31,2024-10-19
LOG0001746,EMP00340,2024-03-02 14:47:43,2024-03-03 02:43:22,Operations,46.09,2024-03-02
LOG0003530,EMP00183,2024-01-08 09:51:35,2024-01-08 14:38:09,Legal,51.2,2024-01-08
LOG0002042,EMP00048,2024-03-17 08:20:24,2024-03-17 19:03:42,Engineering,48.33,2024-03-17
LOG0003319,EMP00102,2024-09-29 14:57:43,2024-09-30 02:41:15,Procurement,31.74,2024-09-29
LOG0003895,EMP00260,2024-12-06 10:30:30,2024-12-06 15:41:43,Scheduling,82.61,2024-12-06
LOG0003906,EMP00835,2024-05-04 10:31:35,2024-05-04 20:39:20,IT,38.14,2024-05-04
LOG0002467,EMP00749,2024-02-25 22:42:05,2024-02-26 05:51:04,Scheduling,37.91,2024-02-25
LOG0002526,EMP00315,2024-02-14 07:37:47,2024-02-14 17:33:56,Engineering,53.26,2024-02-14
LOG0003945,EMP00780,2024-01-30 09:21:38,2024-01-30 06:32:41,Bus,20.7,2024-01-30
LOG0002196,EMP00467,2024-05-13 07:00:12,2024-05-13 14:04:10,Maintenance,60.97,2024-05-13
LOG0001777,EMP00625,2024-10-02 22:06:27,2024-10-03 08:59:36,Finance,39.97,2024-10-02
LOG0001324,EMP00315,2024-08-31 07:29:37,2024-08-31 14:43:24,Engineering,53.26,2024-08-31
LOG0004694,EMP00969,2024-08-17 09:34:07,2024-08-17 21:00:14,Maintenance,50.52,2024-08-17
LOG0002410,EMP00851,2024-07-04 14:04:30,2024-07-05 00:06:09,Maintenance,77.52,2024-07-04
LOG0000513,EMP00903,2024-05-09 08:16:37,2024-05-09 13:05:40,HR,49.51,2024-05-09
LOG0000775,EMP00720,2024-04-29 10:31:25,2024-04-29 21:54:56,Operations,53.51,2024-04-29
LOG0001386,EMP00750,2024-05-26 22:59:28,2024-05-27 04:33:38,Procurement,44.93,2024-05-26
LOG0001662,EMP00763,2024-07-13 09:02:44,2024-07-13 19:45:52,Maintenance,44.31,2024-07-13
LOG0000171,EMP00969,2024-09-09 07:13:37,2024-09-09 17:49:17,Maintenance,50.52,2024-09-09
LOG0004942,EMP00370,2024-06-01 09:26:30,2024-06-01 14:22:40,Scheduling,83.67,2024-06-01
LOG0001101,EMP00889,2024-01-14 22:26:05,2024-01-15 09:59:35,Engineering,25.58,2024-01-14
LOG0000829,EMP00685,2024-03-19 08:50:27,2024-03-19 16:37:48,Rail,60.87,2024-03-19
LOG0000127,EMP00764,2024-01-12 08:13:47,2024-01-12 17:36:35,Engineering,48.97,2024-01-12
LOG0003332,EMP00382,2024-02-27 10:41:52,2024-02-27 16:33:52,Maintenance,55.07,2024-02-27
LOG0000190,EMP00299,2024-04-09 08:53:21,2024-04-09 22:06:43,HR,33.23,2024-04-09
LOG0002482,EMP00365,2024-05-08 08:59:34,2024-05-08 18:01:35,Procurement,53.03,2024-05-08
LOG0001669,EMP00985,2024-02-06 07:37:40,2024-02-06 21:17:03,Infrastructure,53.73,2024-02-06
LOG0005118,EMP00102,2024-07-05 10:51:24,2024-07-05 20:31:58,Procurement,31.74,2024-07-05
LOG0002203,EMP00730,2024-06-11 06:01:39,2024-06-11 12:41:06,Operations,30.61,2024-06-11
LOG0003706,EMP00640,2024-06-09 22:24:39,2024-06-10 07:06:12,Safety,41.85,2024-06-09
LOG0001367,EMP00402,2024-12-21 22:03:23,2024-12-22 07:47:23,IT,38.28,2024-12-21
LOG0004317,EMP00411,2024-03-21 22:19:36,2024-03-22 05:56:58,Engineering,48.91,2024-03-21
LOG0004300,EMP00400,2024-01-27 22:09:13,2024-01-28 08:19:17,Customer Service,60.99,2024-01-27
LOG0004164,EMP00085,2024-02-12 22:40:55,,Legal,23.12,2024-02-12
LOG0004088,EMP00144,2024-06-27 07:39:59,2024-06-27 16:56:19,Legal,80.65,2024-06-27
LOG0000081,EMP00562,2024-08-12 14:12:01,2024-08-13 01:05:33,Rail,82.64,2024-08-12
LOG0004816,EMP00738,2024-06-26 22:45:09,2024-06-27 06:20:00,Scheduling,68.92,2024-06-26
LOG0005153,EMP00338,2024-09-22 07:15:55,2024-09-22 19:36:37,Finance,24.08,2024-09-22
LOG0004273,EMP00413,2024-10-03 22:14:48,2024-10-04 08:35:33,Safety,37.5,2024-10-03
LOG0003941,EMP00359,2024-07-12 10:35:49,,Operations,38.01,2024-07-12
LOG0001250,EMP00333,2024-03-21 22:34:25,2024-03-22 11:10:15,Finance,82.71,2024-03-21
LOG0004399,EMP00746,2024-02-09 08:12:43,2024-02-09 14:22:10,Customer Service,55.05,2024-02-09
LOG0000959,EMP00972,2024-11-06 06:09:36,2024-11-06 16:26:16,Operations,77.74,2024-11-06
LOG0005025,EMP00467,2024-08-20 09:48:24,2024-08-20 19:51:17,Maintenance,60.97,2024-08-20
LOG0000472,EMP00652,2024-11-12 09:38:16,2024-11-12 15:07:49,Operations,79.85,2024-11-12
LOG0003668,EMP00959,2024-03-12 22:08:01,2024-03-13 05:09:14,Scheduling,32.25,2024-03-12
LOG0001430,EMP00411,2024-07-27 10:17:31,2024-07-27 20:36:11,Engineering,48.91,2024-07-27
LOG0002360,EMP00869,2024-08-04 10:42:34,2024-08-04 20:53:00,Legal,60.64,2024-08-04
LOG0002073,EMP00840,2024-05-11 10:20:56,2024-05-11 21:26:15,Finance,36.06,2024-05-11
LOG0001876,EMP00282,2024-01-06 06:09:47,2024-01-06 17:16:26,Bus,43.52,2024-01-06
LOG0001399,EMP00833,2024-08-28 22:24:04,2024-08-29 10:13:53,Maintenance,37.3,2024-08-28
LOG0002264,EMP00162,2024-02-29 06:24:25,2024-02-29 11:27:07,Finance,81.08,2024-02-29
LOG0005097,EMP00504,2024-10-13 14:46:14,2024-10-14 02:39:48,Engineering,66.68,2024-10-13
LOG0005200,EMP00229,2024-12-01 08:18:26,,Scheduling,21.12,2024-12-01
LOG0004444,EMP00326,2024-08-01 06:20:08,2024-08-01 15:04:18,Bus,33.57,2024-08-01
LOG0000633,EMP00728,2024-10-23 06:05:03,2024-10-23 19:15:04,Finance,67.31,2024-10-23
LOG0005113,EMP00626,2024-05-08 22:29:45,2024-05-09 08:33:06,Rail,56.15,2024-05-08
LOG0000757,EMP00162,2024-02-25 14:36:49,2024-02-26 02:35:20,Finance,81.08,2024-02-25
LOG0001982,EMP00409,2024-01-24 14:04:43,2024-01-24 22:01:32,Infrastructure,39.3,2024-01-24
LOG0001595,EMP00709,2024-07-12 06:31:01,2024-07-12 15:25:45,Procurement,65.94,2024-07-12
LOG0003554,EMP00302,2024-07-15 09:23:52,2024-07-15 16:43:22,Maintenance,28.24,2024-07-15
LOG0000578,EMP00480,2024-09-05 06:50:09,2024-09-05 12:15:26,Maintenance,84.08,2024-09-05
LOG0000483,EMP00602,2024-03-08 10:02:37,2024-03-08 15:50:14,IT,64.03,2024-03-08
LOG0002033,EMP00859,2024-10-09 06:21:33,2024-10-09 15:44:05,Finance,21.85,2024-10-09
LOG0001403,EMP00695,2024-03-04 06:09:54,2024-03-04 12:47:23,Finance,35.8,2024-03-04
LOG0000854,EMP00502,2024-11-25 10:52:57,2024-11-25 15:14:12,Engineering,53.74,2024-11-25
LOG0001924,EMP00309,2024-08-01 06:49:00,2024-08-01 17:07:55,Operations,22.28,2024-08-01
LOG0000652,EMP00018,2024-02-07 08:01:35,2024-02-07 13:10:41,IT,36.3,2024-02-07
LOG0004900,EMP00680,2024-12-26 22:27:48,2024-12-27 10:32:20,Operations,68.97,2024-12-26
LOG0000206,EMP00511,2024-11-23 07:20:12,2024-11-23 13:15:43,Scheduling,42.39,2024-11-23
LOG0000572,EMP00428,2024-10-26 09:40:27,2024-10-26 23:38:21,Customer Service,33.63,2024-10-26
LOG0002415,EMP00958,2024-02-01 08:20:30,2024-02-01 18:07:45,Safety,33.91,2024-02-01
LOG0003865,EMP00385,2024-04-24 22:31:39,2024-04-25 11:06:44,Procurement,51.35,2024-04-24
LOG0004383,EMP00079,2024-06-14 06:25:03,2024-06-14 11:40:21,Customer Service,68.34,2024-06-14
LOG0005034,EMP00482,2024-01-23 07:04:57,2024-01-23 14:43:18,HR,84.52,2024-01-23
LOG0004496,EMP00970,2024-07-18 09:59:02,2024-07-18 18:17:17,Rail,61.54,2024-07-18
LOG0002868,EMP00915,2024-11-18 22:10:53,2024-11-19 03:14:06,Finance,78.24,2024-11-18
LOG0001832,EMP00987,2024-11-05 10:48:17,2024-11-06 00:04:59,Maintenance,46.8,2024-11-05
LOG0002085,EMP00559,2024-03-09 06:04:19,2024-03-09 16:06:31,IT,71.97,2024-03-09
LOG0003052,EMP00979,2024-06-17 07:19:35,,Bus,43.65,2024-06-17
LOG0002939,EMP00769,2024-04-02 09:39:01,2024-04-02 15:43:57,Safety,20.99,2024-04-02
LOG0001594,EMP00228,2024-08-17 22:12:18,2024-08-18 11:38:50,Procurement,62.34,2024-08-17
LOG0004432,EMP00979,2024-06-06 10:59:14,2024-06-07 00:50:46,Bus,43.65,2024-06-06
LOG0002414,EMP00993,2024-10-17 10:27:37,2024-10-17 19:44:13,Customer Service,42.82,2024-10-17
LOG0002849,EMP00966,2024-10-21 08:56:24,2024-10-21 19:13:51,Safety,29.51,2024-10-21
LOG0003183,EMP00548,2024-11-16 08:30:47,2024-11-16 21:56:56,Operations,81.21,2024-11-16
LOG0000161,EMP00309,2024-10-26 14:34:08,2024-10-26 22:29:58,Operations,22.28,2024-10-26
LOG0001200,EMP00198,2024-12-20 07:28:46,2024-12-20 21:03:19,Procurement,52.26,2024-12-20
LOG0004402,EMP00359,2024-11-03 07:31:53,2024-11-03 16:39:56,Operations,38.01,2024-11-03
LOG0003358,EMP00279,2024-01-14 10:23:27,2024-01-14 19:16:46,Finance,65.23,2024-01-14
LOG0002746,EMP00918,2024-09-30 22:54:14,2024-10-01 09:56:51,IT,74.07,2024-09-30
LOG0000060,EMP00409,2024-03-24 14:47:41,2024-03-24 22:41:31,Infrastructure,39.3,2024-03-24
LOG0002239,EMP00136,2024-11-23 08:15:35,2024-11-23 17:45:58,Maintenance,64.86,2024-11-23
